#	SYM	#
#1	NUM	#1
#2	SYM	#2
#aivot	NOUN	#aivot
#aivoviikko	NOUN	#aivo#viikko
#alkoholilaki	NOUN	#alkoholi#laki
#amistenpuolella	X	#amistenpuolella
#ammatillinenkoulutus	NOUN	#ammatillinen#koulutus
#blogit	NOUN	#blogi
#cmoref1	X	#cmoref1
#dog	X	#dog
#esimerkki	NOUN	#esimerkki
#esimiestyö	NOUN	#esi#mies#työ
#eslonecologne	X	#ESLOneCologne
#eurojatalous	X	#eurojatalous
#finanssiala	NOUN	#finanssi#ala
#finland100	X	#finland100
#finnishlapphund	X	#finnishlapphund
#forest	X	#forest
#hashtag	X	#hashtag
#hctps:n	PROPN	#HCTPS
#helsinki	PROPN	#Helsinki
#hyvinvointi	NOUN	#hyvin#vointi
#intiaanipäähinegate:n	NOUN	#intiaani#päähine#gate
#itsensäjohtaminen	X	#itsensäjohtaminen
#johtaminen	NOUN	#johtaminen
#jännä	ADJ	#jännä
#kansijaareena	X	#kansijaareena
#kiitollisuuskalenteri	NOUN	#kiitollisuus#kalenteri
#koira	NOUN	#koira
#kookoo	PROPN	#KooKoo
#kopla	PROPN	#Kopla
#kott2016	X	#kott2016
#koulu17	X	#koulu17
#koulutus	NOUN	#koulutus
#kuluttaminen	NOUN	#kuluttaminen
#kuopio	PROPN	#Kuopio
#kups	PROPN	#KuPS
#kuvakulma	NOUN	#kuva#kulma
#liiga	PROPN	#Liiga
#luonto	NOUN	#luonto
#luontokuva	NOUN	#luonto#kuva
#luontopolku	NOUN	#luonto#polku
#luontotwiitti	NOUN	#luonto#twiitti
#maksuliiketilastot	NOUN	#maksu#liike#tilasto
#media	NOUN	#media
#mekaanikko'ja	NOUN	mekaanikko
#metsä	NOUN	#metsä
#nature	X	#nature
#nevöföget	X	#nevöföget
#nuoret	NOUN	#nuori
#oikea	ADJ	#oikea
#oscarit	PROPN	#Oscar
#ostatyötäsuomeen	X	#ostatyötäsuomeen
#ostokset	NOUN	#ostos
#palaute	NOUN	#palaute
#palokunta	NOUN	#palo#kunta
#passion	X	#passion
#peliaddiktio	NOUN	#peli#addiktio
#peliriippuvuus	NOUN	#peli#riippuvuus
#pesis	NOUN	#pesis
#photography	X	#photography
#pielavesi	PROPN	#Pielavesi
#pitkospuut	NOUN	#pitkos#puut
#porraspäivät	NOUN	#porras#päivät
#pyöräily	NOUN	#pyöräily
#raskausaika	NOUN	#raskaus#aika
#rekry	NOUN	#rekry
#rekrykoulutus-hakuaikaa	NOUN	#RekryKoulutus#haku#aika
#ruokatauolla	NOUN	#ruoka#tauko
#sairaus	NOUN	#sairaus
#salibandy	NOUN	#sali#bandy
#sikiö	NOUN	#sikiö
#sorisiitä	X	#sorisiitä
#srvrakentaa	X	#SRVrakentaa
#stressi	NOUN	#stressi
#suomenlapinkoira	NOUN	#suomen#lapin#koira
#suomi100	PROPN	#suomi100
#suomiareena	PROPN	#suomi#areena
#susijengi	PROPN	#Susijengi
#tautiluokitus	NOUN	#tauti#luokitus
#testiin	NOUN	#testi
#tietovuoto	NOUN	#tieto#vuoto
#tutkimus	NOUN	#tutkimus
#tvof	PROPN	#tvof
#työ	NOUN	#työ
#työilmapiiri	NOUN	#työ#ilma#piiri
#työpaikat	NOUN	#työ#paikka
#unelmaduuni	NOUN	#unelma#duuni
#uusivaihtoehto	X	#uusivaihtoehto
#uutisvahti	NOUN	#uutis#vahti
#uv	NOUN	#uv
#vakuutus	NOUN	#vakuutus
#varusmiestenkuntotesti	X	#varusmiestenkuntotesti
#vastuu	NOUN	#vastuu
#viestikoelaitos	NOUN	#viesti#koe#laitos
#vpk	PROPN	#vpk
#who	PROPN	#WHO
#yrityskulttuuri	NOUN	#yritys#kulttuuri
%:	NOUN	%
%:een	NOUN	%
%:iin	NOUN	%
%:lla	NOUN	%
%:lla	SYM	%
%:n	NOUN	%
%:n	SYM	%
%:sta	NOUN	%
tyrmistyneet	VERB	tyrmistyä
tyrmäyksellä	NOUN	tyrmäys
tyrmää	VERB	tyrmätä
tyrmäävät	VERB	tyrmätä
tyrnejä	NOUN	tyrni
tyrrell-talli	NOUN	Tyrrell#talli
tyrrellin	PROPN	Tyrrell
tyrvään	PROPN	Tyrvää
tyrväästä	PROPN	Tyrvää
tyrän	PROPN	Tyrä
tyssäsivät	VERB	tyssätä
tytsyi	NOUN	tytsy
tyttärelleen	NOUN	tytär
tyttären	NOUN	tytär
tyttäreni	NOUN	tytär
tyttärensä	NOUN	tytär
tyttärestä	NOUN	tytär
tyttärillä	NOUN	tytär
tyttäriä	NOUN	tytär
tyttöjen	NOUN	tyttö
tyttöjä	NOUN	tyttö
tyttökentaurin	NOUN	tyttö#kentauri
tyttölapselle	NOUN	tyttö#lapsi
tyttölapsen	NOUN	tyttö#lapsi
tyttömäisiä	ADJ	tyttömäinen
tyttönimeltäni	NOUN	tyttö#nimi
tyttönimeni	NOUN	tyttö#nimi
tyttönä	NOUN	tyttö
tyttövauvan	NOUN	tyttö#vauva
tyttöystävänsä	NOUN	tyttö#ystävä
tyttöystävästä	NOUN	tyttö#ystävä
tyttöä	NOUN	tyttö
tyttöön	NOUN	tyttö
tytärpankit	NOUN	tytär#pankki
tytärtä	NOUN	tytär
tytäryhtiön	NOUN	tytär#yhtiö
tytöille	NOUN	tyttö
tytöiltä	NOUN	tyttö
tytöistä	NOUN	tyttö
tytöksi	NOUN	tyttö
tytölle	NOUN	tyttö
tytöllä	NOUN	tyttö
tytöltä	NOUN	tyttö
tytön	NOUN	tyttö
tytöt	NOUN	tyttö
tyvessä	NOUN	tyvi
tyvestä	NOUN	tyvi
tyvipäästä	NOUN	tyvi#pää
tyy:n	PROPN	TYY
tyydyin	VERB	tyytyä
tyydymme	VERB	tyytyä
tyydytettyä	VERB	tyydyttää
tyydyttiin	VERB	tyytyä
tyydyttyvät	VERB	tyydyttyä
tyydyttäisi	VERB	tyydyttää
tyydyttämisessä	NOUN	tyydyttäminen
tyydyttämään	VERB	tyydyttää
tyydyttänyt	VERB	tyydyttää
tyydyttävä	VERB	tyydyttää
tyydyttävällä	ADJ	tyydyttävä
tyydyttävän	ADJ	tyydyttävä
tyydyttääkseen	VERB	tyydyttää
tyydytykselle	NOUN	tyydytys
tyydytyksen	NOUN	tyydytys
tyyleistä	NOUN	tyyli
tyyliin	NOUN	tyyli
tyylikkäämmällä	ADJ	tyylikäs
tyylikkään	ADJ	tyylikäs
tyylille	NOUN	tyyli
tyylilliset	ADJ	tyylillinen
tyylin	NOUN	tyyli
tyylisen	ADJ	tyylinen
tyylissä	NOUN	tyyli
tyyliä	NOUN	tyyli
tyyliään	NOUN	tyyli
tyyn	PROPN	TYY
tyynellemerelle	PROPN	Tyynimeri
tyynellä	ADJ	tyyni
tyynellämerellä	PROPN	Tyynimeri
tyyneltä	ADJ	tyyni
tyynenmeren	PROPN	Tyynimeri
tyynnyin	VERB	tyyntyä
tyynnyteltävää	VERB	tyynnytellä
tyynnyttänyt	VERB	tyynnyttää
tyynyjä	NOUN	tyyny
tyynylle	NOUN	tyyny
tyynynä	NOUN	tyyny
tyynystä	NOUN	tyyny
tyynyt	NOUN	tyyny
tyypeistä	NOUN	tyyppi
tyypilliseen	ADJ	tyypillinen
tyypillisen	ADJ	tyypillinen
tyypillisenä	ADJ	tyypillinen
tyypillisessä	ADJ	tyypillinen
tyypillisimmistä	ADJ	tyypillinen
tyypillisin	ADJ	tyypillinen
tyypin	NOUN	tyyppi
tyypistä	NOUN	tyyppi
tyypit	NOUN	tyyppi
tyyppejä	NOUN	tyyppi
tyyppisestä	ADJ	tyyppinen
tyyppisissä	ADJ	tyyppinen
tyyppisiä	ADJ	tyyppinen
tyyppistä	ADJ	tyyppinen
tyyppiä	NOUN	tyyppi
tyyrää	VERB	tyyrätä
tyytymättömyytemme	NOUN	tyytymättömyys
tyytymätöntä	ADJ	tyytymätön
tyytyväiseltä	ADJ	tyytyväinen
tyytyväisen	ADJ	tyytyväinen
tyytyväisenä	ADJ	tyytyväinen
tyytyväisinä	ADJ	tyytyväinen
tyytyväisiä	ADJ	tyytyväinen
tyytyväistä	ADJ	tyytyväinen
tyytyväisyyden	NOUN	tyytyväisyys
tyytyväisyydestä	NOUN	tyytyväisyys
tyytyväisyytensä	NOUN	tyytyväisyys
tyytyy	VERB	tyytyä
tyytyykin	VERB	tyytyä
työ-	NOUN	työ
työaikana	NOUN	työ#aika
työajan	NOUN	työ#aika
työajat	NOUN	työ#aika
työantajat	NOUN	työn#antaja
työasioita	NOUN	työ#asia
työehtokiistaan	NOUN	työ#ehto#kiista
työehtokiistassa	NOUN	työ#ehto#kiista
työehtosopimuksen	NOUN	työ#ehto#sopimus
työeläkejärjestelmien	NOUN	työ#eläke#järjestelmä
työeläkevalvontaviranomaisten	NOUN	työ#eläke#valvonta#viran#omainen
työelämäläheisyyteen	NOUN	työ#elämä#läheisyys
työelämän	NOUN	työ#elämä
työelämässä	NOUN	työ#elämä
työelämästä	NOUN	työ#elämä
työelämää	NOUN	työ#elämä
työelämään	NOUN	työ#elämä
työharjoittelun	NOUN	työ#harjoittelu
työhirmujen	NOUN	työ#hirmu
työhirmut	NOUN	työ#hirmu
työhön	NOUN	työ
työilmapiirin	NOUN	työ#ilma#piiri
työilmapiiriä	NOUN	työ#ilma#piiri
työjärjestyksen	NOUN	työ#järjestys
työjärjestyksessä	NOUN	työ#järjestys
työjärjestyksestä	NOUN	työ#järjestys
työjärjestystä	NOUN	työ#järjestys
työkaluja	NOUN	työ#kalu
työkalut	NOUN	työ#kalu
työkaveriani	NOUN	työ#kaveri
työkaverini	NOUN	työ#kaveri
työkiistatilanteen	NOUN	työ#kiista#tilanne
työkokemusvaatimusta	NOUN	työ#kokemus#vaatimus
työkoneiden	NOUN	työ#kone
työkseen	NOUN	työ
työkulttuurin	NOUN	työ#kulttuuri
työkyvyttömyyseläkkeet	NOUN	työ#kyvyttömyys#eläke
työkyvyttömyyseläkkeiden	NOUN	työ#kyvyttömyys#eläke
työlainsäädäntöä	NOUN	työ#lain#säädäntö
työllisti	VERB	työllistää
työllistyivät	VERB	työllistyä
työllistymistä	NOUN	työllistyminen
työllistyviin	VERB	työllistyä
työllistyvät	VERB	työllistyä
työllistämistoimenpiteen	NOUN	työllistämis#toimen#pide
työllistämistoimenpiteet	NOUN	työllistämis#toimen#pide
työllistämistoimenpiteiden	NOUN	työllistämis#toimen#pide
työllistämistoimenpiteisiin	NOUN	työllistämis#toimen#pide
työllistämistoimenpiteitä	NOUN	työllistämis#toimen#pide
työllistämistoimet	NOUN	työllistämis#toimi
työllistämistoimien	NOUN	työllistämis#toimi
työllisyydelle	NOUN	työllisyys
työllisyyden	NOUN	työllisyys
työllisyydestä	NOUN	työllisyys
työllisyysasteen	NOUN	työllisyys#aste
työllisyystilanteeseen	NOUN	työllisyys#tilanne
työllisyyteen	NOUN	työllisyys
työllisyyttä	NOUN	työllisyys
työllähän	NOUN	työ
työllään	NOUN	työ
työläisasutuksesta	NOUN	työläis#asutus
työläisten	NOUN	työläinen
työlästä	ADJ	työläs
työläämmäksi	ADJ	työläs
työlään	ADJ	työläs
työmarkkinakeskusjärjestöjen	NOUN	työ#markkina#keskus#järjestö
työmarkkinaosapuolille	NOUN	työ#markkina#osa#puoli
työmarkkinoilla	NOUN	työ#markkinat
työmarkkinoille	NOUN	työ#markkinat
työmarkkinoita	NOUN	työ#markkinat
työmatkajärjestelmistä	NOUN	työmatka#järjestelmä
työmatkalla	NOUN	työ#matka
työmatkalle	NOUN	työ#matka
työmatkoilla	NOUN	työ#matka
työmatkoja	NOUN	työ#matka
työmenestykseen	NOUN	työ#menestys
työministeriön	NOUN	työministeriö
työmme	NOUN	työ
työmoraalin	NOUN	työ#moraali
työmääriin	NOUN	työ#määrä
työmääristä	NOUN	työ#määrä
työmäärän	NOUN	työ#määrä
työmäärästä	NOUN	työ#määrä
työmäärät	NOUN	työ#määrä
työn	NOUN	työ
työnantaja-	NOUN	työn#antaja
työnantajaa	NOUN	työn#antaja
työnantajaansa	NOUN	työn#antaja
työnantajalle	NOUN	työn#antaja
työnantajalleen	NOUN	työn#antaja
työnantajia	NOUN	työn#antaja
työnantajian	NOUN	työn#antaja
työnantajien	NOUN	työn#antaja
työnantajille	NOUN	työn#antaja
työnarkomaanina	NOUN	työ#narkomaani
työneuvostot	NOUN	työ#neuvosto
työnhakijaa	NOUN	työn#hakija
työnhakijoiden	NOUN	työn#hakija
työnhakua	NOUN	työn#haku
työnhakutilanteissa	NOUN	työn#haku#tilanne
työnhakuun	NOUN	työn#haku
työnhaun	NOUN	työ#haku
työni	NOUN	työ
työnjakamisesta	NOUN	työn#jakaminen
työnsi	VERB	työntää
työnsin	VERB	työntää
työnsivät	VERB	työntää
työnsä	NOUN	työ
työntekijältä	NOUN	työn#tekijä
työntekijän	NOUN	työn#tekijä
työntekijänä	NOUN	työn#tekijä
työntekijät	NOUN	työn#tekijä
työntekijää	NOUN	työn#tekijä
työntekijöiden	NOUN	työn#tekijä
työntekijöille	NOUN	työn#tekijä
työntekijöistä	NOUN	työn#tekijä
työntekijöitä	NOUN	työn#tekijä
työntekjöinä	NOUN	työn#tekijä
työntekoon	NOUN	työnteko
työntyi	VERB	työntyä
työntyivät	VERB	työntyä
työntynyt	VERB	työntyä
työntyy	VERB	työntyä
työntäen	VERB	työntää
työntäyteiseltä	ADJ	työn#täyteinen
työntömitan	NOUN	työntö#mitta
työnä	NOUN	työ
työohjelmiin	NOUN	työ#ohjelma
työorientaationi	NOUN	työ#orientaatio
työpaikaksi	NOUN	työ#paikka
työpaikalla	NOUN	työ#paikka
työpaikalle	NOUN	työ#paikka
työpaikalta	NOUN	työ#paikka
työpaikan	NOUN	työ#paikka
työpaikas	NOUN	työpaikka
työpaikat	NOUN	työ#paikka
työpaikkaa	NOUN	työ#paikka
työpaikkaan	NOUN	työ#paikka
työpaikkailmoituksen	NOUN	työ#paikka#ilmoitus
työpaikkalounaasta	NOUN	työ#paikka#lounas
työpaikkansa	NOUN	työ#paikka
työpaikkoihin	NOUN	työ#paikka
työpaikkoja	NOUN	työ#paikka
työpaikkojen	NOUN	työ#paikka
työpaikoilla	NOUN	työ#paikka
työpaikoista	NOUN	työ#paikka
työpajoihin	NOUN	työ#paja
työpanoksemme	NOUN	työ#panos
työperäisen	ADJ	työ#peräinen
työpistettä	NOUN	työ#piste
työpäivän	NOUN	työ#päivä
työpäivänä	NOUN	työ#päivä
työpäivää	NOUN	työ#päivä
työpöydillään	NOUN	työ#pöytä
työryhmien	NOUN	työ#ryhmä
työryhmiä	NOUN	työ#ryhmä
työryhmän	NOUN	työ#ryhmä
työryhmään	NOUN	työ#ryhmä
työryhmäänsä	NOUN	työ#ryhmä
työsarkaa	NOUN	työ#sarka
työskennelleen	VERB	työskennellä
työskennellessään	VERB	työskennellä
työskennellyt	VERB	työskennellä
työskennellyttä	VERB	työskennellä
työskenneltyään	VERB	työskennellä
työskenneltävä	VERB	työskennellä
työskentele	VERB	työskennellä
työskentelee	VERB	työskennellä
työskentelemme	VERB	työskennellä
työskentelemään	VERB	työskennellä
työskentelevien	VERB	työskennellä
työskentelevä	VERB	työskennellä
työskentelevän	VERB	työskennellä
työskentelevänsä	VERB	työskennellä
työskentelevät	VERB	työskennellä
työskentelevää	VERB	työskennellä
työskenteli	VERB	työskennellä
työskentelisi	VERB	työskennellä
työskentelisivät	VERB	työskennellä
työskentelivät	VERB	työskennellä
työskentelyalueille	NOUN	työskentely#alue
työskentelyjaksoa	NOUN	työskentely#jakso
työskentelyn	NOUN	työskentely
työskentelyolosuhteista	NOUN	työskentely#olo#suhteet
työskentelystä	NOUN	työskentely
työskentelytapoihin	NOUN	työskentely#tapa
työskentelyyn	NOUN	työskentely
työskentelyä	NOUN	työskentely
työsopimuksen	NOUN	työ#sopimus
työsopimuksiaan	NOUN	työ#sopimus
työsopimuksin	NOUN	työ#sopimus
työssä	NOUN	työ
työssäkäynti-alueeseen	NOUN	työssä#käynti#alue
työssäkäyntialueen	NOUN	työssä#käynti#alue
työssään	NOUN	työ
työstä	NOUN	työ
työstämään	VERB	työstää
työstään	NOUN	työ
työstön	NOUN	työstö
työstössä	NOUN	työstö
työsuhteensa	NOUN	työ#suhde
työsuhteisiin	NOUN	työ#suhde
työt	NOUN	työ
työtaistelutoimia	NOUN	työ#taistelu#toimi
työtaisteluun	NOUN	työ#taistelu
työtapoja	NOUN	työ#tapa
työtehoa	NOUN	työ#teho
työtehtävien	NOUN	työ#tehtävä
työtehtäviin	NOUN	työ#tehtävä
työtehtävät	NOUN	työ#tehtävä
työtilannetta	NOUN	työ#tilanne
työtilanteensa	NOUN	työ#tilanne
työtilassani	NOUN	työ#tila
työtiloihin	NOUN	työ#tila
työtovereihinkin	NOUN	työ#toveri
työtoveria	NOUN	työ#toveri
työttä	NOUN	työ
työttömien	ADJ	työtön
työttömien	NOUN	työtön
työttömiksi	ADJ	työtön
työttömiä	ADJ	työtön
työttömyyden	NOUN	työttömyys
työttömyydessä	NOUN	työttömyys
työttömyydestä	NOUN	työttömyys
työttömyysasteen	NOUN	työttömyys#aste
työttömyyskorvausta	NOUN	työttömyys#korvaus
työttömyysturvajärjestelmän	NOUN	työttömyys#turva#järjestelmä
työttömyysturvan	NOUN	työttömyys#turva
työttömyyttä	NOUN	työttömyys
työttömäksi	ADJ	työtön
työttömänä	ADJ	työtön
työttömät	ADJ	työtön
työttömät	NOUN	työtön
työtunneista	NOUN	työ#tunti
työtunteihin	NOUN	työ#tunti
työtä	NOUN	työ
työtänne	NOUN	työtä
työtätekevien	ADJ	työtä#tekevä
työtään	NOUN	työ
työtöntä	ADJ	työtön
työurien	NOUN	työ#ura
työuupumukseen	NOUN	työ#uupumus
työvoimaa	NOUN	työ#voima
työvoimakoulutukseen	NOUN	työ#voima#koulutus
työvoimakoulutuksen	NOUN	työ#voima#koulutus
työvoimakoulutusta	NOUN	työ#voima#koulutus
työvoiman	NOUN	työ#voima
työvoimankysyntä	NOUN	työ#voima#kysyntä
työvoimapoliittisen	ADJ	työ#voima#poliittinen
työvoimapoliittista	ADJ	työ#voima#poliittinen
työvoimapoliittisten	ADJ	työ#voima#poliittinen
työvoimapolitiikan	NOUN	työ#voima#politiikka
työvoimasta	NOUN	työ#voima
työvoimaviranomaiset	NOUN	työ#voima#viran#omainen
työvuoroa	NOUN	työ#vuoro
työväen	NOUN	työ#väki
työväenasunnoissa	NOUN	työ#väen#asunto
työväenlehdistön	NOUN	työ#väen#lehdistö
työväenpuolueesta	NOUN	työ#väen#puolue
työvälineitä	NOUN	työ#väline
työyhteisössä	NOUN	työ#yhteisö
tädillään	NOUN	täti
tähdeltä	NOUN	tähti
tähden	NOUN	tähti
tähdenlennon	NOUN	tähden#lento
tähdet	NOUN	tähti
tähdistössä	NOUN	tähdistö
tähditti	VERB	tähdittää
tähdittämistään	VERB	tähdittää
tähdittämä	VERB	tähdittää
tähteet	NOUN	tähde
tähtiharrastusta	NOUN	tähti#harrastus
tähtijärjestelmiä	NOUN	tähti#järjestelmä
tähtikarttojen	NOUN	tähti#kartta
tähtikuviot	NOUN	tähti#kuvio
tähtinä	NOUN	tähti
tähtipelaajan	NOUN	tähti#pelaaja
tähtitieteen	NOUN	tähti#tiede
tähtitorninmäkeä	PROPN	Tähtitorninmäki
tähtitornirakennuksesta	NOUN	tähti#torni#rakennus
tähtiuran	NOUN	tähti#ura
tähtiyöhön	NOUN	tähti#yö
tähtiä	NOUN	tähti
tähtäili	VERB	tähtäillä
tähtäimellä	NOUN	tähtäin
tähtäimen	NOUN	tähtäin
tähtäimenä	NOUN	tähtäin
tähtäimet	NOUN	tähtäin
tähtäsi	VERB	tähdätä
tähtää	VERB	tähdätä
tähtääviä	VERB	tähdätä
tähtäävälle	VERB	tähdätä
tähän	PRON	tämä
tähän(kin)	PRON	tämä
tähänastisella	ADJ	tähän#astinen
tähänastista	ADJ	tähänastinen
tähänkin	PRON	tämä
täksi	PRON	tämä
tällaiseen	ADJ	tällainen
tällaiseen	NOUN	tällainen
tällaisella	ADJ	tällainen
tällaiselle	ADJ	tällainen
tällaiselta	ADJ	tällainen
tällaisen	ADJ	tällainen
tällaisena	ADJ	tällainen
tällaisessa	ADJ	tällainen
tällaisesta	ADJ	tällainen
tällaiset	ADJ	tällainen
tällaisia	ADJ	tällainen
tällaisiin	ADJ	tällainen
tällaisilla	ADJ	tällainen
tällaisina	ADJ	tällainen
tällaisissa	ADJ	tällainen
tällaisista	ADJ	tällainen
tällaista	ADJ	tällainen
tällaistakin	ADJ	tällainen
tällaisten	ADJ	tällainen
tällanen	ADJ	tällainen
tällasesta	ADJ	tällainen
tällasia	ADJ	tällainen
tälle	PRON	tämä
tällekin	PRON	tämä
tällä	PRON	tämä
tälläkin	PRON	tämä
tällänen	ADJ	tällainen
tällöinen	ADV	tällöin
tällön	ADV	tällöin
tältä	PRON	tämä
tämmöse	ADJ	tämmöinen
tämmöstä	ADJ	tämmöinen
tämäkin	PRON	tämä
tämän	PRON	tämä
tämänaamuisessa	ADJ	tämänaamuinen
tämänhetkiseen	ADJ	tämänhetkinen
tämänhetkisestä	ADJ	tämänhetkinen
tämänhetkisiin	ADJ	tämänhetkinen
tämänkaltaiset	ADJ	tämän#kaltainen
tämänkertaisessa	ADJ	tämänkertainen
tämänkin	PRON	tämä
tämänpäiväisestä	ADJ	tämän#päiväinen
tämänpäiväisiin	ADJ	tämänpäiväinen
tämäntasoisesta	ADJ	tämäntasoinen
tämäntyyppisessä	ADJ	tämän#tyyppinen
tämäntyyppistä	ADJ	tämäntyyppinen
tämänvuotisessa	ADJ	tämän#vuotinen
tämänvuotisesta	ADJ	tämän#vuotinen
tämänvuotisten	ADJ	tämän#vuotinen
tän	PRON	tämä
tännekin	ADV	tänne
tänä	PRON	tämä
tänäkin	PRON	tämä
tänäkään	PRON	tämä
tänää	ADV	tänään
tänäänkin	ADV	tänään
täplikkäiksi	ADJ	täplikäs
täpärään	ADJ	täpärä
täpötäydellä	ADJ	täpö#täysi
tärisevät	VERB	täristä
tärisi	VERB	täristä
tärkeiden	ADJ	tärkeä
tärkeiksi	ADJ	tärkeä
tärkeimmistä	ADJ	tärkeä
tärkeimmän	ADJ	tärkeä
tärkeimmät	ADJ	tärkeä
tärkeimpien	ADJ	tärkeä
tärkeimpiä	ADJ	tärkeä
tärkeimpänä	ADJ	tärkeä
tärkein	ADJ	tärkeä
tärkeintä	ADJ	tärkeä
tärkeitä	ADJ	tärkeä
tärkeyden	NOUN	tärkeys
tärkeydestä	NOUN	tärkeys
tärkeysjärjestykseen	NOUN	tärkeys#järjestys
tärkeyttä	NOUN	tärkeys
tärkeäksi	ADJ	tärkeä
tärkeämpi	ADJ	tärkeä
tärkeämpiä	ADJ	tärkeä
tärkeämpiäkin	ADJ	tärkeä
tärkeämpää	ADJ	tärkeä
tärkeämpääkin	ADJ	tärkeä
tärkeän	ADJ	tärkeä
tärkeänä	ADJ	tärkeä
tärkeässä	ADJ	tärkeä
tärkeästä	ADJ	tärkeä
tärkeät	ADJ	tärkeä
tärkeätä	ADJ	tärkeä
tärkeää	ADJ	tärkeä
tärkeään	ADJ	tärkeä
tärkkelyksen	NOUN	tärkkelys
tärvätty	VERB	tärvätä
tärähtämisen	NOUN	tärähtäminen
täs	PRON	tämä
täsmennetty	VERB	täsmentää
täsmennettävä	VERB	täsmentää
täsmennetään	VERB	täsmentää
täsmennystä	NOUN	täsmennys
täsmälliset	ADJ	täsmällinen
täsmännetään	VERB	täsmentää
tässä	PRON	tämä
tässäkin	PRON	tämä
tässäkö	PRON	tämä
täst	PRON	tämä
tästä	PRON	tämä
tästäkin	PRON	tämä
tätä	PRON	tämä
tätäkä	PRON	tämä
täydelliseen	ADJ	täydellinen
täydellisen	ADJ	täydellinen
täydellisessä	ADJ	täydellinen
täydellisestä	ADJ	täydellinen
täydelliset	ADJ	täydellinen
täydellisten	ADJ	täydellinen
täydellistä	ADJ	täydellinen
täydellisyyttä	NOUN	täydellisyys
täydellä	ADJ	täysi
täyden	ADJ	täysi
täydenkuun	NOUN	täysi#kuu
täydennettiin	VERB	täydentää
täydennetty	VERB	täydentää
täydennetään	VERB	täydentää
täydennyksen	NOUN	täydennys
täydennyksistä	NOUN	täydennys
täydennyskoulutuksen	NOUN	täydennys#koulutus
täydennysrakentamisen	NOUN	täydennys#rakentaminen
täydennystä	NOUN	täydennys
täydentynyt	VERB	täydentyä
täydentämiseksi	NOUN	täydentäminen
täydentämään	VERB	täydentää
täydentäviä	ADJ	täydentävä
täydentävän	ADJ	täydentävä
täydentävät	VERB	täydentää
täydentävää	ADJ	täydentävä
täydentävää	VERB	täydentää
täydet	ADJ	täysi
täydy	AUX	täytyä
täysi-ikäinen	ADJ	täysi#ikäinen
täysi-ikäiseksi	ADJ	täysi#ikäinen
täysi-ikäisille	ADJ	täysi#ikäinen
täysihoidossa	NOUN	täysi#hoito
täysikasvuisia	ADJ	täysi#kasvuinen
täysikokoisesta	ADJ	täysi#kokoinen
täysikuuhun	NOUN	täysi#kuu
täysikuun	NOUN	täysikuu
täysillä	ADJ	täysi
täysimääräisenä	ADJ	täysi#määräinen
täysinäisen	ADJ	täysinäinen
täysistunnossa	NOUN	täys#istunto
täysjuoksuun	NOUN	täys#juoksu
täysjyväpastaa	NOUN	täysjyvä#pasta
täysjäseniksi	NOUN	täysjäsen
täysjäsenyyttä	NOUN	täys#jäsenyys
täyspitkää	ADJ	täyspitkä
täyssähköautoja	NOUN	täys#sähkö#auto
täyssähköautot	NOUN	täys#sähkö#auto
täyteen	ADJ	täysi
täytekeksipaketin	NOUN	täyte#keksi#paketti
täytettiin	VERB	täyttää
täytetty	VERB	täyttää
täytettynä	VERB	täyttää
täytettä	NOUN	täyte
täytettäviä	VERB	täyttää
täytettävä	VERB	täyttää
täytetään	VERB	täyttää
täytimme	VERB	täyttää
täytteenä	NOUN	täyte
täytteessä	NOUN	täyte
täytteet	NOUN	täyte
täytteiden	NOUN	täyte
täytteitä	NOUN	täyte
täytti	VERB	täyttää
täyttyi	VERB	täyttyä
täyttymisen	NOUN	täyttyminen
täyttymistä	NOUN	täyttyminen
täyttymättä	VERB	täyttyä
täyttynyt	VERB	täyttyä
täyttyvät	VERB	täyttyä
täyttyy	VERB	täyttyä
täyttä	ADJ	täysi
täyttämiseen	NOUN	täyttäminen
täyttämiseksi	NOUN	täyttäminen
täyttämisen	NOUN	täyttäminen
täyttämisessä	NOUN	täyttäminen
täyttämistä	NOUN	täyttäminen
täyttämällä	VERB	täyttää
täyttämässä	VERB	täyttää
täyttämää	VERB	täyttää
täyttämään	VERB	täyttää
täyttäneensä	VERB	täyttää
täyttäneille	VERB	täyttää
täyttänyt	VERB	täyttää
täyttävän	VERB	täyttää
täyttävänsä	VERB	täyttää
täyttävät	VERB	täyttää
täyttääkseen	VERB	täyttää
täyttääkö	VERB	täyttää
täyttöjä	NOUN	täyttö
täyttöpaineet	NOUN	täyttö#paine
täyttöä	NOUN	täyttö
täyty	VERB	täyttyä
täytyi	AUX	täytyä
täytyisi	AUX	täytyä
täytynyt	AUX	täytyä
täytys	AUX	täytyä
täytyy	AUX	täytyä
täytyyhän	AUX	täytyä
täytyykin	AUX	täytyä
täytä	VERB	täyttää
täytäntöönpanemiseksi	NOUN	täytäntöönpaneminen
täytäntöönpanoa	NOUN	täytäntöönpano
täytäntöönpanoasetuksen	NOUN	täytäntöönpano#asetus
täytäntöönpanoelinten	NOUN	täytäntöönpano#elin
täytäntöönpanomenettelyt	NOUN	täytäntöönpano#menettely
täytäntöönpanon	NOUN	täytäntöönpano
täytäntöönpanoon	NOUN	täytäntöönpano
täytäntöönpanossa	NOUN	täytäntöönpano
täytäntöönpanosta	NOUN	täytäntöönpano
